,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
237,neelesh39354743,,,97,133,1409,7,"More and more women of #SHGs are learning the art of making ""Shivansh "" compost through the support of their block level federation @ourpeoplemovement #SustainableAgriculture #WomenLead : village Bhasana block sangipur Pratapgarh #Soilhealth #ClimateChange #SDGs @reachlastmile https://t.co/hxchNzIYps",['SHGs']
238,PlasticsBeyond,"Launched by @enckj at @BenningtonCAPA, we're building a nation-wide grassroots movement of students & community members to end #singleuse #plasticpollution",Bennington College,2491,2898,4681,0,"#ClimateChange activists, take note. You won't succeed without turning off the plastics tap. The #plasticpollution crisis and the #climatecrisis are one and the same. #frackedplastic @billmckibben @350 @GretaThunberg @sunrisemvmt @enckj @brkfreeplastic https://t.co/6wHX2m9fjR","['ClimateChange', 'plasticpollution', 'climatecrisis', 'frackedplastic']"
239,unepnyo,UN Environment Programme’s New York Office provides strategic policy guidance on the @UN’s work on sustainable development. @UNEP,"New York, NY",463,1124,3443,0,"A new study from @theAGU finds that if we don’t act now, #ClimateChange will cause six-month☀️summers☀️in the Northern Hemisphere by 2100.

❌Consequences on agriculture, human health and the environment as a whole could be irreversible❌

Learn more ⬇️
https://t.co/OX9v31o0HY",['ClimateChange']
240,cecilegillard,"Charity law, governance, legal compliance (plus!). Advisor, author, trustee, volunteer. Proud to help make a difference for good. Views my own.","Bristol, UK",2271,916,7104,4,"We partnered with @SocialEnt_UK to host a Climate Emergency digital roundtable with leaders of social enterprises. Click below to read the key takeaways from this insightful event.

https://t.co/62ZA9DlANe

#socialenterprise #climatechange https://t.co/E8R6qO7ARP",[]
241,abidiazdeleon,International Law lover and Maritime Law nerd. Life student & educator!,UNAM Facultad Derecho ,86,99,492,15,"Today at #HRC46: 50+ States from all regions stress importance of scaling up action to tackle #HumanRights implications of #ClimateChange, incl by increasing international support for #LossAndDamage and considering creating 🇺🇳 UN Special Rapporteur on HumanRights &amp; Climate Change https://t.co/NP7J5flZyx","['HRC46', 'HumanRights']"
242,cowspiracybot,A Twitter bot for @Cowspiracy related content,Somewhere,3,602,16037,1,"#savethefuture #savetheplanet 
#Renewables #ClimateChange 
#windpower @ecotricity 
#tippingpoint #lofe @seaspiracy @Cowspiracy #vegetarian #Vegan @GreenpeaceUK 
woodlands gone already Fantastic Mr Fox's home destroyed!Don't #pollute the skies again ,Co2 #Respiratory illnesses 🕊 https://t.co/FWFhkadTSl","['savethefuture', 'savetheplanet', 'Renewables', 'ClimateChange', 'windpower', 'tippingpoint', 'lofe']"
243,cheryl_fahling,"17-year Asian American Air Force ✈️ veteran. Pencil ✏️ sketch, photo 📸, watercolor #quote 🖼️. Love emojis—hate memes. Sometimes I write.  ❤️ 🐶 ☕🚰 🌎 ☀️  🚙",Northeast Indiana,31,441,785,0,"""Fossil fuel #pollution is melting #Arctic sea ice, and banks like yours could be using your money to fund it.""

More ➡️  https://t.co/ZPjBeClg3x #Video #ClimateChange #ClimateCrisis https://t.co/3VEw5S1cN4","['pollution', 'Arctic', 'Video', 'ClimateChange', 'ClimateCrisis']"
244,EarthKikashi,"温暖化を疑問視している人が沢山います
‐20℃なる極寒の高冷地に30年以上住む私は温暖化を五感で感じています
冬が失われつつある事（季節）、放射冷却、霜柱の消滅（Co2の赤外線抑制効果）、昆虫たちが激減している事（夏季）、湿度気温の上昇、晴天率の激減
温暖化は現実です。
変化は急激です。
時間はありません。",Japan,1084,983,16752,0,"All that is in the minds of wealthy people is the knowledge, wisdom and desires that human society needs.
They own existence, the existence of others, does not consider, such as the meaning of the presence of the natural world
#Climatejustice　　#気候正義
#Climatechange https://t.co/tMTjJ4Yszk","['Climatejustice', '気候正義', 'Climatechange']"
245,chadstolper,I work at Google. Prior life: prof and infovis researcher. All opinions are strictly my own. Retweets aren't endorsements except when they are. he/him,"Austin, TX",621,327,45713,22,"Folks, there are *still* TODAY 20,000 people under boil water notices. Some of these started on February 15.

We are not ready for #climatechange. Our water, electric, + gas systems are all interrelated and not resilient enough

#txlege #TexasBlackout

https://t.co/QMWOzTLKe7",[]
246,chrisgeeuk,"Human who enjoys debate, 🤘 rock gigs, 🏊‍♂️, 🚲, 🤿, & 🐺 FC. 
Citizen of 🌎, 🇮🇪, 🇪🇺 & 🇬🇧. Work @Oakfnd, views my own.",🇨🇭 Genève/Twickers 🇬🇧,3074,1232,10455,43,⁦Am listening incredulous to @grantshapps⁩ claiming UK can cut air passenger duty by using “sustainable aviation fuels”. Not sure he’s on the same planet as me #climatechange ⁦@BBCr4today⁩  https://t.co/VFLldnVSdr,[]
247,MaldonGreens,"We exist to support The Green Party in bringing about global change by promoting a fairer, safer and more sustainable local community.","Maldon, Essex",109,102,238,1,"According to @EUCourtPress, Britain has “systematically and persistently” exceeded legally binding #AirPollution  limits for the past decade 🚙

https://t.co/kcoyJ1fJsq

#Pollution #ClimateChange #GlobalWarming","['AirPollution', 'Pollution', 'ClimateChange', 'GlobalWarming']"
248,verel94,"Everywhere, every month, something is on fire 🔥

Climate Activist 🌍, Environmental Campaigner, Engineer, Vegan, Third Culture Kid.

Born at 358 CO2 ppm.","Birmingham, England",679,339,465,0,"Pressure is mounting! #Coal has no future!

#FossilFuels #ClimateEmergency

https://t.co/QvpJwyDmGd","['Coal', 'FossilFuels', 'ClimateEmergency']"
249,CARI_ONG,"#agroécologie #Sahel #oasis 🌴
With rural populations & @UNCCDcso | #desertification #landdegradation #agroecology
🤝 #ReSad #RADDO #Avaclim #DésertifActions",Viols-le-Fort,5001,1237,1599,6,"NEW ONLINE COURSE: “UNCCD CRIC“ is developed to understand the importance of how CRIC plays a central role in the @UNCCD implementation process.

Enroll: https://t.co/tYqmywnD3O

#onlinecourse #elearning #sdgs #climatechangemitigation #climatechange #sustainablelandmanagement https://t.co/hCndV8tUVD",[]
250,ClimateExplainr,"Making sense of climate change and environmental news, policy, business action and more. #ClimateExplainer | a project by @Will_Hackman","Washington, DC",2358,693,118,6,Global heating pushes tropical regions towards limits of human livability https://t.co/TdZjZXAG16 @miljotweets @Climate_Action_ @ClimateExplainr @ClimateHome @Leaders4CA @JunagarhMedia @andytuit #ClimateAction #ClimateEmergency,[]
251,ZARDyureruomoi,"♔Take #nature for a friend 🐰🐾💜*Music. Art. Animals. Beauty.  Photos*               ♡Let's dream together!♡ (▰˘◡˘▰)
#health  #science  #space",Amo il mondo,863,974,26204,23,"Warmer Autumns Are Driving The Extinction Of Monarch Butterflies
#Butterflies #PublicHealth #Weather #ClimateChange #𝒟𝒾𝑒𝒷𝒪37 
https://t.co/7Ugbn1D4EJ","['Butterflies', 'PublicHealth', 'Weather', 'ClimateChange', '𝒟𝒾𝑒𝒷𝒪37']"
252,UNBiodiversity,Tweets from the Secretariat of the UN Convention on Biological Diversity. Follow our Executive Secretary @mremae for more updates on the road to #COP15.,"Montreal, QC H2Y 1N9, Canada",3708,72229,44765,6,"NEW ONLINE COURSE: “UNCCD CRIC“ is developed to understand the importance of how CRIC plays a central role in the @UNCCD implementation process.

Enroll: https://t.co/tYqmywnD3O

#onlinecourse #elearning #sdgs #climatechangemitigation #climatechange #sustainablelandmanagement https://t.co/hCndV8tUVD",[]
253,AditiNerdy,"-FreeSoul-
-ForeverFeminist-EducatedLady-Bibliophile-HopelessRomantic-Swiftie-Revolutionist-17-independentBlogger-",India,83,7,177,1,#savenature #globalwarming click on the image👇👇👇 https://t.co/XCbXqxDQzq,"['savenature', 'globalwarming']"
254,GirlSecurity_,"Forging equity in national security through practitioner-designed learning, training, & mentoring support for girls, women & gender minorities 💪 #GirlSecurity",US,4816,5815,3849,0,"#WomensHistoryMonth, Day 9. Today's #climatesecurity  #ClimateAction inspiration comes from today's amazing @GirlSecurity_ discussion on what it means to treat #climatechange as a security issue. Kudos to @LBuitta &amp; @Erin_Conn17 and their team for such impt work. https://t.co/EPzpbrOCim","['WomensHistoryMonth', 'climatesecurity', 'ClimateAction']"
255,LaurenceBurris5,"Retired spending my time birdwatching, gardening, & searching for vegan recipes. All sentient beings lives matter.",,322,183,5772,6,"McDonalds.
Costing the Earth.
#vegan #climatechange https://t.co/K4GxrNsnzy","['vegan', 'climatechange']"
256,MistyWooEngle,"A puppy mill survivor, Misty Woo earned her AKC Canine Good Citizen Award & trained as her person's medically prescribed service dog. Lived to be almost 15.","Twin Cities, Minnesota",1696,2166,71152,1,Is this the end of forests as we've known them? https://t.co/nk1GXzMjGY #forests #ClimateChange,"['forests', 'ClimateChange']"
257,solomonsoloo,The Reflective and Socratic Communicator.,"Nairobi, Kenya",239,1628,1607,7,"With #innovative support to #agribusiness entrepreneurs across the county, we can end poverty, eradicate hunger, promote decent work &amp; economic growth all while combating #climatechange and promoting sustainable use of land. #AgriBizKilifi @EUinKenya @denmarkinkenya @EuMordue https://t.co/4reg8cqD4g","['innovative', 'agribusiness']"
258,AllanMargolin,"Husband, Dad. Creator of I ♥ Climate Scientists, Climate Nexus Hot News. Former EDF Media Dir. & ABC Political Prod. AOMO. RT's ≠ endorsements",NYC USA,11876,31143,96378,1,"Is #ClimateChange the cause?

https://t.co/rJLdR7Mq6a",['ClimateChange']
259,FresqueDuClimat,"Atelier ludique, participatif et
créatif sur le changement climatique
#FresqueDuClimat 

Événement #RentréeClimat : l'enseignement supérieur se mobilise !",,258,2723,1000,2,"Thank you Sophia, for spreading awareness about climate issues by using Climate Collage! 130,000 people have participated in a workshop! And you? Register here to attend a workshop: https://t.co/T3xuouqGAj
#climate #green #climatechange #sustainability #globalwarming #cleanfuture https://t.co/Us1pY2UJ20",[]
260,5x15stories,"5 speakers- 15 minutes each, mostly. Sign up to our mailing list: https://t.co/0JmOpde2wC",London,5363,7586,14191,1,"Join Rathbones and @5x15stories tonight at 6pm for the next #TheEarthConvention on #climatechange with Dr Gabrielle Walker, Professor Sir Partha Dasgupta and @TonyJuniper discussing #naturalcapital, #biodiversity and #oceans. Register now.","['TheEarthConvention', 'climatechange']"
261,rutgers_rucool,The Rutgers University Center for Ocean Observing Leadership (RUCOOL) was established in 1992. Pushing the limits of ocean science and new technologies.,"New Brunswick, NJ",113,562,1195,0,"The NJ Climate Change Resource Center will be hosting a webinar this Thursday (3/11) at 12pm with BPU's Christine Sadovy entitled ""Changing Landscape of New Jersey's Clean Energy Programs.""
 https://t.co/zepO6ZltHy
@RutgersSEBS #climatechange #NJBPU https://t.co/jT8tCuxEKE","['climatechange', 'NJBPU']"
262,Jmf134Jeff,"Enjoy fishing,snowmobiling,riding motorcycles,hiking, kayaking, riding atv's . keeping it simple. If you want to follow me great. I may DM but just to thank.",Up north,9646,9067,115309,9,NOW WE FIX: Trump Eliminated Science For To Increase Corporate Profits. READ: https://t.co/poWcClBO9W #SmartDissent #ScienceTwitter #ClimateChange @EPA https://t.co/22PzMgXpW6,['SmartDissent']
263,Alejandro_vegan,"Qué todos los seres sintientes ho humanos sean libres de sufrimiento. #GoVegan
Vegano, Progresista, Ateo, Childfree.
Calentamiento Global, Naturaleza, Ciencia.",Terra. 3er orbe del Sol.,459,774,44060,3,"A team of scientists reports a link between human-driven #ClimateChange and the declines observed in #Butterfly populations in the #US. 

https://t.co/9SwGVkAIbT https://t.co/3fh0oubvMU","['ClimateChange', 'Butterfly']"
264,Rathbones1742,Our tradition of investing and acting responsibly has been with us from the beginning and continues to lead us forward. https://t.co/TxbtXjtDMz,UK,524,4080,3406,1,"Join Rathbones and @5x15stories tonight at 6pm for the next #TheEarthConvention on #climatechange with Dr Gabrielle Walker, Professor Sir Partha Dasgupta and @TonyJuniper discussing #naturalcapital, #biodiversity and #oceans. Register now.","['TheEarthConvention', 'climatechange', 'naturalcapital', 'biodiversity', 'oceans']"
265,extremophilech1,"Semi-retired building designer, author of 'Darwin, Dogen, and the Extremophile Choice', and co-founder of Climate Action Parry Sound.","Parry Sound, Ontario",205,57,1403,12,"We are a #ClimateEmergency. Numbers motivate. 
There are &gt;3500 communities ""Canada.""
All strikes big or small make a difference. 
We direct all everyone to the map.
https://t.co/aIshhh0i0z
Shy? Just make your event private. 
Register here: 
https://t.co/Dxy9sIX0N0 https://t.co/nwm8FzRDgR",['ClimateEmergency']
266,whitecrow43,,,1211,1336,264052,9,NOW WE FIX: Trump Eliminated Science For To Increase Corporate Profits. READ: https://t.co/poWcClBO9W #SmartDissent #ScienceTwitter #ClimateChange @EPA https://t.co/22PzMgXpW6,['SmartDissent']
267,Marc_Ayoub,Researcher @ifi_aub - #Energy Policy & Security Program | Content Researcher @LebanonGasOil | MSc. Chemical Engineer | #FELL18 @WECFELs Board Member | 🇱🇧,Lebanon,2023,1233,2620,5,"IFI's @NadimFarajalla will be speaking today at 7pm Beirut time during @GulfIntlForum's webinar on “#ClimateChange in the #Gulf: Challenges &amp; Solutions""

Watch it live-streamed on the Forum's YouTube Channel here 👉https://t.co/FtSPJNKk4X https://t.co/FdupLJvBKn",['ClimateChange']
268,NicoleR56426190,,,372,188,25533,2,"Without efforts to mitigate #climatechange, six month long summers may become the new normal by 2100 in the Northern Hemisphere, says new research in Geophysical Research Letters. ☀️

https://t.co/Y8fxThvkVL

📷: Wang et al 2020/Geophysical Research Letters/AGU. #AGUPubs @theAGU https://t.co/RsQI55IdE7",['climatechange']
269,multimarymc,,"North Charleston, SC",1042,264,64564,9,NOW WE FIX: Trump Eliminated Science For To Increase Corporate Profits. READ: https://t.co/poWcClBO9W #SmartDissent #ScienceTwitter #ClimateChange @EPA https://t.co/22PzMgXpW6,['SmartDissent']
270,smartdissent,"Be Smart. Stay Informed. Actively Dissent. Review our database sorted by topic at https://t.co/O5T5T0gEB1. #SmartDissent

ANTI FASCISM & COUP ATTEMPTS. PRO DEMOCRACY.",America,53518,58586,271132,9,NOW WE FIX: Trump Eliminated Science For To Increase Corporate Profits. READ: https://t.co/poWcClBO9W #SmartDissent #ScienceTwitter #ClimateChange @EPA https://t.co/22PzMgXpW6,"['SmartDissent', 'ScienceTwitter', 'ClimateChange']"
271,CLPawards,"The Conservation Leadership Programme (CLP) helps build the capacity of future biodiversity conservation leaders – providing grants, training & mentoring.",Worldwide,1428,3671,2077,4,"🌍 Globally, women's livelihoods are often highly dependent on natural resources threatened by #climatechange.

... But women are not merely helpless victims. Read more from our Climate Change Specialist, Annamaria Lehoczky, this #InternationalWomensDay 🔎
https://t.co/7LLlS38KGr",['climatechange']
272,emily_manns,"Imagine it is 2050, and your grandchildren ask you: What did you do in 2019 to stop the climate crisis, and save wildlife, and civilization?",,129,155,2460,5,"#ClimateChange is a systemic risk. Leading institutional investors like @ILTreasurer, @CalPERS &amp; @TreasurerPearce are ""turning up the heat on corporate directors to take decisive action to address climate change this proxy season.” More in @pensionsnews https://t.co/y3dfE5soEd",['ClimateChange']
273,FaithfulAdaeze,,Everywhere ,35,34,172,4,"Our planet is warming faster than at any time in human history and we're the ones causing it. Climate change is already affecting people and if we don't take the appropriate action now, the more dangerous it affects us all. 
#GlobalWarming #climatechange #GlobalWarmingMyths https://t.co/YEbVjDJT6U",[]
274,GreenpeaceLeic,"Leicester's local Greenpeace group. Promoting climate action through local, national, and international environmental campaigns. Join us to make a difference.",Leicester ,127,92,258,0,"Something else you could do for the planet - Hold the government accountable for climate change in the 2021 census and declare yourself Climate Concerned

https://t.co/4QEaXwlkBD

#ClimateCrisis #climatechange #Census2021","['ClimateCrisis', 'climatechange', 'Census2021']"
275,AktionDemograph,"Lokales Handeln zeigt den Weg auf — Sei Teil der Bewegung zum Ausstieg aus Kohle, Öl und Gas und zum Aufbau einer Bürger-Energiewende hin zu 100 % Erneuerbaren.","Berlin, Deutschland",5001,1458,280582,2,22 leading insurers and reinsurers from across the globe recently released the first comprehensive guidance for the insurance industry to identify and disclose the impact of #ClimateChange on their businesses. https://t.co/aqDXcJkWuI @PSI_Initiative #sustainableinsurance https://t.co/lPi2smkU5M,[]
276,KbLeecaster,"Vet. Scientist. Born at 322 ppm. Retweets not necessarily endorsements.
This is what democracy looks like when people don't vote.",USA,4950,2275,192605,29,"[BREAKING] Paragliding activists land on @ECB ahead of governing council meeting to expose continued support for #FossilFuels.

#ClimateEmergency

https://t.co/o5f51pTgqM",[]
277,GeeksForEarth,"Tree-hugging, Earth-loving Geek who wants to leave Earth alive for my kid.",Colorado,495,226,3141,573,"Healthy planet, healthy people. How slowing #ClimateChange saves lives:
https://t.co/op0MESX04p",['ClimateChange']
278,Maria_e_pt,,"Buenos Aires, Argentina",1183,2007,287281,35,"Follow @IFC_LAC for updates on IFC’s work in #LatinAmerica and the Caribbean to help tackle critical infrastructure needs, #climatechange, boost innovation and foster financial inclusion: https://t.co/wPQ5VuAdt3 https://t.co/EUHH7o058y",['LatinAmerica']
279,TransformScot,"Scotland's alliance for sustainable transport. We campaign for pedestrians, cyclists and public transport users. Also see @trans_creative & 
@lovemybus_",Scotland,458,4976,6994,3,"#UnionConnectivityReview fails to take serious approach to #ClimateEmergency

https://t.co/HqGJlL0Oxv

""This ‘more of everything’ approach is well past its sell-by date. It makes a mockery of the @GOVUK's supposedly world-leading commitment to reducing carbon emissions."" 

#COP26 https://t.co/gEN8zzkF5V","['UnionConnectivityReview', 'ClimateEmergency', 'COP26']"
280,Laraism,kader kaçınılmaz olandır. nelerden kaçınamıyorsun?,,336,363,9688,3,"Temperature anomalies 10.03.2021
Spring conditions on the way 
#Arctic +0.9C over average 

#arctic +0.9C under av (⬇️⬇️+1 yesterday) 
NH +0.9 C(⬇️⬇️+1) 
#Antarctica +0C (⬇️⬇️+0.3). 

#GretaThunberg
#climatechange #ClimateCrisis https://t.co/p5Qbw6I31t","['Arctic', 'arctic']"
281,NJTechHour,"Technology Director/Integrator/Trainer, Google Educator Level 1 & 2 MIE Expert, Master MIE Trainer, NJ Presenter, ScreenBeam Expert","New Jersey, USA",1061,622,4101,2,"Cloud to Classroom is a project of @googleearth, @NatGeo, &amp; @NASA to put satellite data in the hands of the world. The project shows incredible trends of global #climatechange - Great learning opportunity! https://t.co/vU0zxUCy2O #GoogleEDU #KikerLearning @GoogleForEdu #edchat",[]
282,kean_network,Environmental Leaders coming together for action in the Environmental and Climate spaces in Kenya.,Kenya,265,807,1579,1,"Have you ever thought of the mental status of those directly affected by Natural disasters? Listen to this :
https://t.co/13MF5q8DM4
#ClimateChange #ClimateEmergency #MentalHealth",[]
283,C2G2net,The Carnegie Climate Governance Initiative (C2G) seeks to catalyse the creation of effective governance for emerging climate-altering approaches.,"New York, USA",3765,1826,1722,0,"In this #C2GLearn presentation, @NathalieSeddon of  @NatureBasedSols discusses the opportunities and risks around #NatureBasedSolutions to #climatechange

https://t.co/0Irz3dn4cK","['C2GLearn', 'NatureBasedSolutions', 'climatechange']"
284,hussainalta12,cricket lover🏏,Kargil,20,3,292,447,"In Senegal the government is trying to shut down local medias and social media, @for_senegal need #FreeSenegal to trend and go viral! 7 people are already dead and more will come if they don’t stop the oppression.
#FridaysForFuture",['FreeSenegal']
285,soniamagalhaes,Researcher: Climate Change & Arctic Geopolitics | Global Governance. Photographer. Keen on mind-bending. Highly skilled at self‐embarrassment.,,810,46,64,0,"Edward Said. 32 years ago.

#EdwardSaid #Colonialism #ClimateChange #ClimateJustice #SocialJustice https://t.co/UUzYuGjmaY","['EdwardSaid', 'Colonialism', 'ClimateChange', 'ClimateJustice', 'SocialJustice']"
286,KiborJay,Adventure & Good times.,,11,16,1100,7,"With #innovative support to #agribusiness entrepreneurs across the county, we can end poverty, eradicate hunger, promote decent work &amp; economic growth all while combating #climatechange and promoting sustainable use of land. #AgriBizKilifi @EUinKenya @denmarkinkenya @EuMordue https://t.co/4reg8cqD4g","['innovative', 'agribusiness']"
287,Df__di,smile more,my own world,1152,255,1037,0,"Healthy planet, healthy people.

#ClimateChange
https://t.co/BQuDaOnMhm https://t.co/kO6WD09JCs",['ClimateChange']
288,AdrianRamsay,CEO & consultant in the environment and charity sectors. Tweets reflect my personal views.,Norfolk,551,2432,1258,1,"Great work by Simon Brammer and the Ashden team on this MCS CHARITABLE FOUNDATION funded project aimed at scaling up #localauthority solutions to the #ClimateEmergency 

https://t.co/w0hYr93RBU",[]
289,kean_network,Environmental Leaders coming together for action in the Environmental and Climate spaces in Kenya.,Kenya,265,807,1579,1,"Have you ever thought of the mental status of those directly affected by Natural disasters? Listen to this :
https://t.co/13MF5q8DM4
#ClimateChange #ClimateEmergency #MentalHealth","['ClimateChange', 'ClimateEmergency', 'MentalHealth']"
290,medadotorg,We're an international economic development organization that creates business solutions to poverty.,Worldwide,298,2625,7055,0,"For many of the #SmallBusinesses we partner with, the times have always been unprecedented. They've operated during times of political instability, economic fragility, #ClimateChange, #Inequality &amp; yes, pandemics.

Support small businesses today at https://t.co/v42wPTAOwI https://t.co/NNCawizN51","['SmallBusinesses', 'ClimateChange', 'Inequality']"
291,kean_network,Environmental Leaders coming together for action in the Environmental and Climate spaces in Kenya.,Kenya,265,807,1579,1,"Have you ever thought of the mental status of those directly affected by Natural disasters? Listen to this :
https://t.co/1wuM8rwv9d
#ClimateChange #ClimateEmergency #MentalHealth",[]
292,ZimriRosas,Lcdo. en Gcia. de Recursos Humanos - UDO/ Gobernabilidad y Gerencia Politica UCAB-GWU-CAF/ Planificacion y Finanzas Publicas - EVP/ Locutor UCV. Maestrando.,"Ciudad Guayana,Venezuela.",5002,4190,275986,35,"Follow @IFC_LAC for updates on IFC’s work in #LatinAmerica and the Caribbean to help tackle critical infrastructure needs, #climatechange, boost innovation and foster financial inclusion: https://t.co/wPQ5VuAdt3 https://t.co/EUHH7o058y",['LatinAmerica']
293,N8Kwa,#Gangsterpointsmuhimu,,13,9,1887,7,"With #innovative support to #agribusiness entrepreneurs across the county, we can end poverty, eradicate hunger, promote decent work &amp; economic growth all while combating #climatechange and promoting sustainable use of land. #AgriBizKilifi @EUinKenya @denmarkinkenya @EuMordue https://t.co/4reg8cqD4g","['innovative', 'agribusiness']"
294,DIMPA_UMM,"Berdiri sejak 1983 | Divisi Mahasiswa Pencinta Alam (DIMPA) Universitas Muhammadiyah Malang | bergerak di bidang Petualangan, Ilmiah dan Sosial (PISs).",MALANG,141,929,769,0,"Sumber : https://t.co/xQSC0wyjLx

#dimpa #dimpaumm #mapala #mapalaumm #mapalamalang #mapalaindonesia #globalwarming","['dimpa', 'dimpaumm', 'mapala', 'mapalaumm', 'mapalamalang', 'mapalaindonesia', 'globalwarming']"
295,Emmanuel_Oji,Mechanical Engineer || Theautowriter || Car Enthusiast || Tech || logo design || Flyers and Business Cards || and a lot more 🌍🚀😉.,Nigeria,4434,3995,13420,4,"Our planet is warming faster than at any time in human history and we're the ones causing it. Climate change is already affecting people and if we don't take the appropriate action now, the more dangerous it affects us all. 
#GlobalWarming #climatechange #GlobalWarmingMyths https://t.co/YEbVjDJT6U",[]
296,meiklwagner,"IS&M, Studio Penélope ~ アクエリウスは音楽家として演じる。 🗣  Intelligent rules are gorgeous, especially the #Twitter rules. 🗣",Tokio/Berlin/LA,5002,447,834,4,"Owner Of A Lonely Heart - Yes, 1983, ATCO Records.
On YouTube: https://t.co/1cSkgaPaTW

#Corona #Berlin👑 #digitalTransformation #FridaysForFuture #BlackHistoryMonth #SenKultEU #GlobalCitizien #ArtistsonTwitter #Music #ClimateChange #scienceforfuture #SystemChange #endSARS https://t.co/TuwDZEKpZO","['Corona', 'Berlin']"
297,21stGlobalForum,"We are a unique global platform which facilitates entrepreneurship, collaboration, mentorship, teamwork, camaraderie, fosters and builds on ideas.",,8,4,43,0,"Energy and water: Exploring the interdependence of two critical resources

#21stCenturyGlobalForum #Climate #ClimateChange #Economy #Government #Initiative #Forum #Envirnoment #Data #global #energy #digital #water https://t.co/MyFqja4yld","['21stCenturyGlobalForum', 'Climate', 'ClimateChange', 'Economy', 'Government', 'Initiative', 'Forum', 'Envirnoment', 'Data', 'global', 'energy', 'digital', 'water']"
298,Troyella5,Increasingly irritable. RTs ≠ Endorsements,High Peak,3197,1402,32624,126,What future do we want for our Uplands in @peakdistrict ? One where grouse moors are burnt or where we let our Uplands become wilder and rowan trees begin to regenerate across the landscape? Which is better to deal with #ClimateEmergency and #BiodiversityCrisis I wonder hmmm? https://t.co/Dxlmf7CGnJ,[]
299,kirstiemcadoo,"Food, farming, sustainability, Head of Education and Research @airfieldestate.",Dublin,1524,821,2609,1,What a fantastic topic. This is an amazing series of lectures held by the experts on the cutting edge of all things nutritional. It’s #free and well worth signing up to! #foodwaste #climatechange #science https://t.co/3IvAWJFKW5,"['free', 'foodwaste', 'climatechange', 'science']"
300,BillionBlooms,"Tulane Environmental Law grad designing beautiful and abundant spaces, which mitigate climate change, empower kids, increase biodiversity, and provide respite.",Lafayette Hill/Townsends Inlet,496,50,498,0,Rutgers board votes to divest its financial portfolio of fossil fuels #rutgers #college #university #endowment #fossilfuels #socialresponsibility #climatechange #responsibleinvesting  https://t.co/yD6C7YhATg,"['rutgers', 'college', 'university', 'endowment', 'fossilfuels', 'socialresponsibility', 'climatechange', 'responsibleinvesting']"
301,ClimateEmotions,Research group investigating emotional reactions to climate change. 🌍 ♻️,,58,17,11,0,"A new direction for public engagement with energy and #ClimateChange 🌍

https://t.co/pUCAXEh2cH",['ClimateChange']
302,TRVST_Waste,Curating #recycling #plasticwaste #foodwaste #zerowaste tweets Main Account @trvstworld & FB 👉 https://t.co/IUmY4f8W4x Insta 👉 https://t.co/U360DV8KyU ⛔ DMs,,4989,1407,4028,107,"Pakistan is planting 10 billion trees. To fight #climatechange with forests. 

We have the solutions, there is no time to waste. #ActOnClimate

#Climate #energy #tech #cdnpoli #GreenNewDeal #PanelsNotPipelines #Go100re https://t.co/dV7hrVKfBJ",['climatechange']
303,ERM_Coalition,Coalition of European drinking water suppliers for the protection of drinking water resources,,72,30,62,0,"Companies underestimate the financial risks, #ClimateChange will bring to their businesses, so @Umweltbundesamt 
👉https://t.co/WRK8xguCVJ

Low #water in many of our #rivers has already shown what impact climate change has on #WaterSecurity. We need to act, not react. https://t.co/qHmIjiPhrU","['ClimateChange', 'water', 'rivers', 'WaterSecurity']"
304,Mitchharper13,"🚻wife and mom
📊female binary option expert
📋21 years forex trading experience
📈bullish baby
🤗 New on Twitter 
On I.GMitch_harper.fx",,20,11,563,1,"Things I'm excited about (incomplete list)

* Cryptocurrency 
#blockchain 
 
* New Technology 
#Tesla  

*Ecology 
#Globalwarming

*Investing
#Bitcoin 

*Sports &amp; Meditation
#meditation","['blockchain', 'Tesla']"
305,BxBurninAgain,"BxPoet&Thee soul of dead mike(CB4) JusticeForBreonnaTaylor...”land of opportunity, home of the free. And people should not become alienated”BlackPower. (he,him)",,289,112,3560,0,The Gulf Stream is slowing to a 'tipping point' and could disappear Why the Fu*k an’t this bigger news #climatechange Ish just keep  getting real out here.  Folks still think it’s a joke.   https://t.co/5U1sSJ9OjD,['climatechange']
306,BenjamWright,"Husband, father, leader, insurance professional, tech enthusiast, photographer, gamer; views are my own",,649,601,1563,0,"Thanks, Dan, and thanks @mikeknetter for the opportunity to participate.  Was an honor to be on the stream with you and your other guests last night.  #ClimateChange https://t.co/pwCpmGVeKG",['ClimateChange']
307,Isayanora,🇦🇲 in 🇯🇴 Communication Specialist at the UNDP Regional Bureau for Arab States🇺🇳 and dedicated to helping the people and the planet. Views are my own.,Hashemite Kingdom of Jordan,659,1032,5577,4,"In the Arab States women are leading at the community level in crisis response &amp; #climatechange. 

The key is to support the increase of their leadership at national &amp; community levels including in the most difficult contexts.

@khalida_bouzar 

#IWD2021 
#ClimateAction https://t.co/kKgQuAbWRg",['climatechange']
